"Dept Unit","Job Class","Exposure Type","Count","% of Total"
"Pharmacy - Inpatient: 15030","PHARMACOTHERAPY SPEC: 5708","TB-Exposure Confirmed/Actual","1","0.0"
"Pharmacy - Inpatient: 15030","PHARMACY TECH 1: 5709","ENV-Exposure To Chemical","1","0.0"
"Pharmacy - Inpatient: 15030","PHARMACY TECH 2: 5712","ENV-Exposure To Chemical","1","0.0"
"Pharmacy - Inpatient: 15030","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Pharmacy - Residency Program: 15025","PHARMACY RESIDENT PGY1: 5722","CD-Pertussis Exposur Confirmed","1","0.0"
"Pharmacy - Residency Program: 15025","PHARMACY RESIDENT PGY2: 5731","TB-Exposure Confirmed/Actual","2","0.1"
"Phy Svcs - Genesis: 19001","MED ASST TECH 1: 5367","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Phy Svcs - Genesis: 19001","MED ASST TECH 2: 5395","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Phy Svcs - Pediatric Clinic: 19002","OFFICE NURSE: 6400","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Phy Svcs - Pediatric Clinic: 19002","PHYSICIAN SUPPORT SPECIALIST 1: 6401","ENV-Exposure Source Unknown","1","0.0"
"Phy Svcs - Pediatric Clinic: 19002","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Phy Svcs - Specialty Clinic: 19003","MED ASST TECH 2: 5395","ENV-Exposure To Chemical","1","0.0"
"Phy Svcs - Specialty Clinic: 19003","MED ASST TECH 2: 5395","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Phy Svcs - Specialty Clinic: 19003","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Post Anesthesia Care: 11400","CLINICAL NURSE (RN): 5334","CD-Scabies Exposure Confirmed","1","0.0"
"Post Anesthesia Care: 11400","CLINICAL NURSE (RN): 5334","EXP- No Exposure","1","0.0"
"Post Anesthesia Care: 11400","CLINICAL NURSE (RN): 5334","EXP- Not considered  BBP Exp","1","0.0"
"Post Anesthesia Care: 11400","CLINICAL NURSE (RN): 5334","EXPNIS- Non-Intact Skin BBP","1","0.0"
"Post Anesthesia Care: 11400","Unspecified: Job Class","ENV-Exposure To Chemical","1","0.0"
"Post Heart Transplant: 16170","TRANSPLANT ASST: 5378","ENV-Exposure Source Unknown","1","0.0"
"Post Liver Transplant: 16185","TRANSPLANT COORD: 5377","CD-Pertussis Exposur Confirmed","1","0.0"
"Post Liver Transplant: 16185","TRANSPLANT COORD: 5377","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Post Lung Transplant: 16180","TRANSPLANT COORD: 5377","TB-Exposure Confirmed/Actual","4","0.2"
"Primary Care 8A1-2: 10715","CARDIAC MONITOR TECH: 5349","CD-Influenza Exposure","1","0.0"
"Primary Care 8A1-2: 10715","CARDIAC MONITOR TECH: 5349","ENV-Exposure To Chemical","1","0.0"
"Primary Care 8A1-2: 10715","CLINICAL NURSE (RN): 5334","CD-Influenza Exposure","9","0.3"
"Primary Care 8A1-2: 10715","CLINICAL NURSE (RN): 5334","CD-Pertussis Exposur Confirmed","7","0.3"
"Primary Care 8A1-2: 10715","CLINICAL NURSE (RN): 5334","EXP- Not considered  BBP Exp","1","0.0"
"Primary Care 8A1-2: 10715","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","4","0.2"
"Primary Care 8A1-2: 10715","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","10","0.4"
"Primary Care 8A1-2: 10715","CLINICAL NURSE (RN): 5334","EXPS-Skin Exposure BBP","1","0.0"
"Primary Care 8A1-2: 10715","CLINICIAN: 5371","CD-Influenza Exposure","1","0.0"
"Primary Care 8A1-2: 10715","NURSE SPECIALIST: 5385","ENV-Exposure Source Unknown","1","0.0"
"Primary Care 8A1-2: 10715","NURSE TECH - R1: 5380","CD-Pertussis Exposur Confirmed","1","0.0"
"Primary Care 8A1-2: 10715","NURSE TECH - R1: 5380","EXP- No Exposure","1","0.0"
"Primary Care 8A1-2: 10715","PATIENT CARE TECH: 5342","CD-Influenza Exposure","6","0.2"
"Primary Care 8A1-2: 10715","PATIENT CARE TECH: 5342","CD-Pertussis Exposur Confirmed","4","0.2"
"Primary Care 8A1-2: 10715","PATIENT CARE TECH: 5342","EXP- No Exposure","1","0.0"
"Project Management Office: 21150","IT Project Manager II: 781","ENV-Exposure Source Unknown","2","0.1"
"Psychiatric Services: 10980","CLINICAL NURSE (RN): 5334","EXP- Not considered  BBP Exp","1","0.0"
"Pulmonary Rehab: 15210","CERTIFIED RESP THER: 5521","TB-Exposure Confirmed/Actual","1","0.0"
"Pulmonary Rehab: 15210","REG RESP THER 4: 5527","TB-Exposure Confirmed/Actual","1","0.0"
"Radiology - CT: 15340","CLINICAL NURSE (RN): 5334","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Radiology - CT: 15340","CT TECH 2: 5961","CD-Pertussis Exposur Confirmed","2","0.1"
"Radiology - CT: 15340","CT TECH 2: 5961","EXP-Source Patient Test Only","1","0.0"
"Radiology - CT: 15340","CT TECH 2: 5961","EXPNIS- Non-Intact Skin BBP","1","0.0"
"Radiology - CT: 15340","CT TECH 2: 5961","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Radiology - CT: 15340","CT TECH 4: 5991","EXPMM- Mucous Membrane BBP","1","0.0"
"Radiology - CT: 15340","POOL RAD TECH 1: 75926","CD-Pertussis Exposur Confirmed","1","0.0"
"Radiology - CT: 15340","RAD TECHNOLOGIST: 5926","EXPMM- Mucous Membrane BBP","1","0.0"
"Radiology - Emergency Dept: 15315","Rad Tech 2: 5938","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Radiology - Emergency Dept: 15315","Rad Tech 2: 5938","CD-Pertussis Exposur Confirmed","3","0.1"
"Radiology - Emergency Dept: 15315","RAD TECH 3: 5939","CD-Pertussis Exposur Confirmed","6","0.2"
"Radiology - Main: 15310","RAD SHIFT - TEAM LDR: 5924","TB-Exposure Confirmed/Actual","1","0.0"
"Radiology - Main: 15310","Rad Tech 2: 5938","ENV-Exposure To Chemical","2","0.1"
"Radiology - Main: 15310","Rad Tech 2: 5938","ENV-Exposure To Radiation","1","0.0"
"Radiology - Main: 15310","Rad Tech 2: 5938","EXP- Not considered  BBP Exp","1","0.0"
"Radiology - Main: 15310","Rad Tech 2: 5938","TB-Exposure Confirmed/Actual","1","0.0"
"Radiology - Main: 15310","RAD TECH 3: 5939","ENV-Exposure To Chemical","1","0.0"
"Radiology - Main: 15310","RAD TECH 3: 5939","TB-Exposure Confirmed/Actual","3","0.1"
"Radiology - Nuclear Medicine: 15365","MANAGER, NUCLEAR MEDICINE: 6216","TB-Exposure Confirmed/Actual","1","0.0"
"Radiology - Nuclear Medicine: 15365","NUC MED TECH: 5950","EXP- No Exposure","1","0.0"
"Radiology - Nuclear Medicine: 15365","NUC MED TECH: 5950","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Radiology - Nuclear Medicine: 15365","Pool Nuc Med Tech: 75950","TB-Exposure Confirmed/Actual","1","0.0"
"Radiology - Nursing: 15331","CLINICAL NURSE (RN): 5334","ENV-Exposure Source Unknown","1","0.0"
"Radiology - Nursing: 15331","CLINICAL NURSE (RN): 5334","ENV-Exposure To Chemical","1","0.0"
"Radiology - Nursing: 15331","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","1","0.0"
"Radiology - OB Ultrasound: 15325","OB ULTRASOUND TECH 2: 5751","CD-Parvovirus Exposure","1","0.0"
"Radiology - Ultrasound: 15320","Pool Ultrasound Tech 1: 75935","TB-Exposure Confirmed/Actual","1","0.0"
"Radiology - Ultrasound: 15320","POOL ULTRASOUND TECH 3: 75955","CD-Pertussis Exposur Confirmed","1","0.0"
"Radiology - Ultrasound: 15320","Ultrasound Tech 2: 5936","CD-Pertussis Exposur Confirmed","1","0.0"
"Radiology - Ultrasound: 15320","Ultrasound Tech 2: 5936","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Radiology - Ultrasound: 15320","Ultrasound Tech 2: 5936","TB-Exposure Confirmed/Actual","1","0.0"
"Radiology - Ultrasound: 15320","ULTRASOUND TECH STUDENT: 35935","EXPNIS- Non-Intact Skin BBP","1","0.0"
"Radiology Rad Onc: 15350","MED ASST TECH 2: 5395","EXPNIS- Non-Intact Skin BBP","1","0.0"
"Radiology Rad Onc: 15350","POOL RADIATION THERAPIST: 75959","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Radiology Rad Onc: 15350","RADIATION THERAPIST: 5959","EXPMM- Mucous Membrane BBP","1","0.0"
"Rehab - Chronic Pain Mgmt Prgm: 15605","SECRETARY UNIT MANAGEMENT: 159","ENV-Exposure Source Unknown","1","0.0"
"Rehab - Prosthetics Orthotics: 15620","Unspecified: Job Class","ENV-Exposure Source Unknown","2","0.1"
"Rehab - Prosthetics Orthotics: 15620","Unspecified: Job Class","ENV-Exposure To Chemical","1","0.0"
"REHAB PT: 47091","PHYSICAL THERAPIST: 5506","EXPNS-Needlestick/Sharp BBP","1","0.0"
"REHAB PT: 47091","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","CERTIFIED OT ASST: 5512","TB-Exposure Confirmed/Actual","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","LICENSED PT ASST: 5504","TB-Exposure Confirmed/Actual","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","OCCUP THERAPIST: 5514","CD-Pediculosis","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","OCCUP THERAPIST: 5514","EXP- Not considered  BBP Exp","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","OCCUP THERAPIST: 5514","TB-Exposure Confirmed/Actual","3","0.1"
"Rehab-Hospital Based Rehab Svc: 15660","PHYSICAL THERAPIST: 5506","CD-Pediculosis","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","PHYSICAL THERAPIST: 5506","CD-Scabies Exposure Confirmed","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","PHYSICAL THERAPIST: 5506","ENV-Exposure To Chemical","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","PHYSICAL THERAPIST: 5506","EXP- Not considered  BBP Exp","2","0.1"
"Rehab-Hospital Based Rehab Svc: 15660","PHYSICAL THERAPIST: 5506","EXPNIS- Non-Intact Skin BBP","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","PHYSICAL THERAPIST: 5506","Unspecified","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","POOL COTA: 75512","TB-Exposure Confirmed/Actual","4","0.2"
"Rehab-Hospital Based Rehab Svc: 15660","REHAB SVCS COORD: 5516","TB-Exposure Confirmed/Actual","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","REHAB THERAPT TECH (RTT): 3739","EXPMM- Mucous Membrane BBP","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","REHAB THERAPT TECH (RTT): 3739","TB-Exposure Confirmed/Actual","1","0.0"
"Rehab-Hospital Based Rehab Svc: 15660","SPCH/LANG PATHOLOGIST: 5552","TB-Exposure Confirmed/Actual","3","0.1"
"Research Lab: 15815","Laboratory Assistant: 5906","CD-Influenza Exposure","1","0.0"
"Research Lab: 15815","MEDICAL TECH: 5909","ENV-Exposure To Chemical","1","0.0"
"Research Lab: 15815","MEDICAL TECH: 5909","EXPS-Skin Exposure BBP","1","0.0"
"Resident Physician Services: 20230","NonTGH-Resident: Resident","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","CD-N.Meningitis  Exp Confirmed","6","0.2"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","CD-N.Meningitis No Exposure","2","0.1"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","CD-Pertussis Exposur Confirmed","13","0.5"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","CD-Scabies Exposure Confirmed","1","0.0"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","EXP- No Exposure","1","0.0"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","EXP- Not considered  BBP Exp","1","0.0"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","EXP-Source Patient Test Only","15","0.6"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","EXPMM- Mucous Membrane BBP","27","1.0"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","EXPNIS- Non-Intact Skin BBP","2","0.1"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","EXPNS-Needlestick/Sharp BBP","146","5.4"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","EXPS-Skin Exposure BBP","1","0.0"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","TB-Exposure Confirmed/Actual","3","0.1"
"Resident Physician Services: 20230","NonTGH-Residents HR: 99053","Unspecified","4","0.2"
"RESIDENT: 00019","ZRESIDENT: 99999","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Respiratory Care: 15200","CERTIFIED RESP THER: 5521","CD-Pertussis Exposur Confirmed","1","0.0"
"Respiratory Care: 15200","CERTIFIED RESP THER: 5521","EXP- Not considered  BBP Exp","1","0.0"
"Respiratory Care: 15200","CERTIFIED RESP THER: 5521","TB-Exposure Confirmed/Actual","3","0.1"
"Respiratory Care: 15200","CLINICAL NURSE (RN): 5334","CD-HPV","1","0.0"
"Respiratory Care: 15200","CLINICAL NURSE (RN): 5334","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Respiratory Care: 15200","CLINICAL NURSE (RN): 5334","ENV-Exposure Source Unknown","1","0.0"
"Respiratory Care: 15200","CLINICAL NURSE (RN): 5334","EXP- Not considered  BBP Exp","1","0.0"
"Respiratory Care: 15200","CRT-RE: 5523","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Respiratory Care: 15200","CRT-RE: 5523","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Respiratory Care: 15200","CRT-RE: 5523","TB-Exposure Confirmed/Actual","1","0.0"
"Respiratory Care: 15200","POOL REG RESP THERAPIST 1: 75518","CD-N.Meningitis  Exp Confirmed","2","0.1"
"Respiratory Care: 15200","POOL RRT2 B: 75540","CD-Pertussis Exposur Confirmed","1","0.0"
"Respiratory Care: 15200","POOL RRT2 B: 75540","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Respiratory Care: 15200","POOL RRT2 B: 75540","TB-Exposure Confirmed/Actual","1","0.0"
"Respiratory Care: 15200","REG RESP THER 3: 5524","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Respiratory Care: 15200","REG RESP THER 3: 5524","CD-Pertussis Exposur Confirmed","1","0.0"
"Respiratory Care: 15200","REG RESP THER 3: 5524","ENV-Exposure Source Unknown","1","0.0"
"Respiratory Care: 15200","REG RESP THER 3: 5524","EXPMM- Mucous Membrane BBP","1","0.0"
"Respiratory Care: 15200","REG RESP THER 3: 5524","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Respiratory Care: 15200","REG RESP THER 3: 5524","TB-Exposure Confirmed/Actual","1","0.0"
"Respiratory Care: 15200","REG RESP THER 4: 5527","CD-Pertussis Exposur Confirmed","1","0.0"
"Respiratory Care: 15200","REG RESP THER 4: 5527","ENV-Exposure Source Unknown","1","0.0"
"Respiratory Care: 15200","REG RESP THER 4: 5527","TB-Exposure Confirmed/Actual","1","0.0"
"Respiratory Care: 15200","REG RESP THERAPIST 1: 5518","CD-N.Meningitis  Exp Confirmed","6","0.2"
"Respiratory Care: 15200","REG RESP THERAPIST 1: 5518","CD-Pertussis Exposur Confirmed","4","0.2"
"Respiratory Care: 15200","REG RESP THERAPIST 1: 5518","EXP- Not considered  BBP Exp","1","0.0"
"Respiratory Care: 15200","REG RESP THERAPIST 1: 5518","EXPMM- Mucous Membrane BBP","1","0.0"
"Respiratory Care: 15200","REG RESP THERAPIST 1: 5518","EXPNIS- Non-Intact Skin BBP","1","0.0"
"Respiratory Care: 15200","REG RESP THERAPIST 1: 5518","EXPNS-Needlestick/Sharp BBP","5","0.2"
"Respiratory Care: 15200","REG RESP THERAPIST 1: 5518","TB-Exposure Confirmed/Actual","5","0.2"
"Respiratory Care: 15200","REG RESP THERAPIST 1: 5518","Unspecified","1","0.0"
"Respiratory Care: 15200","REG RESP THERAPIST 2: 5517","CD-HPV","1","0.0"
"Respiratory Care: 15200","REG RESP THERAPIST 2: 5517","CD-N.Meningitis  Exp Confirmed","6","0.2"
"Respiratory Care: 15200","REG RESP THERAPIST 2: 5517","CD-Pertussis Exposur Confirmed","7","0.3"
"Respiratory Care: 15200","REG RESP THERAPIST 2: 5517","EXP- No Exposure","1","0.0"
"Respiratory Care: 15200","REG RESP THERAPIST 2: 5517","EXP- Not considered  BBP Exp","2","0.1"
"Respiratory Care: 15200","REG RESP THERAPIST 2: 5517","EXPMM- Mucous Membrane BBP","3","0.1"
"Respiratory Care: 15200","REG RESP THERAPIST 2: 5517","EXPNS-Needlestick/Sharp BBP","10","0.4"
"Respiratory Care: 15200","REG RESP THERAPIST 2: 5517","TB-Exposure Confirmed/Actual","16","0.6"
"Respiratory Care: 15200","REG RESP THERAPIST 2: 5517","Unspecified","2","0.1"
"Respiratory Care: 15200","RESP ASSISTANT: 5520","CD-N.Meningitis  Exp Confirmed","1","0.0"
"Respiratory Care: 15200","RESP ASSISTANT: 5520","EXPMM- Mucous Membrane BBP","1","0.0"
"Respiratory Care: 15200","Unspecified: Job Class","ENV-Exposure Source Unknown","2","0.1"
"Revenue Cycle Administration: 20755","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Risk Management: 20250","ADMIN SECRETARY: 134","CD-Influenza Exposure","1","0.0"
"Risk Management: 20250","DIR, RISK MANAGEMENT: 9973","CD-Influenza Exposure","1","0.0"
"Risk Management: 20250","LITIGATION ASSISTANT: 5427","CD-Influenza Exposure","1","0.0"
"Risk Management: 20250","MGR, RISK MANAGEMENT: 5422","CD-Influenza Exposure","1","0.0"
"Risk Management: 20250","RISK MGMT PARALEGAL: 5419","CD-Influenza Exposure","1","0.0"
"Risk Management: 20250","RISK MGMT SPECIALIST: 5425","CD-Influenza Exposure","2","0.1"
"Safety & Security: 20435","ARMED SECURITY OFFICER: 144","ENV-Exposure To Chemical","1","0.0"
"Safety & Security: 20435","ARMED SECURITY OFFICER: 144","EXP- Not considered  BBP Exp","1","0.0"
"Safety & Security: 20435","ARMED SECURITY OFFICER: 144","EXPMM- Mucous Membrane BBP","2","0.1"
"Safety & Security: 20435","ARMED SECURITY OFFICER: 144","EXPNIS- Non-Intact Skin BBP","2","0.1"
"Safety & Security: 20435","ASST DIR, SAFETY SECURITY TRAN: 740","ENV-Exposure To Chemical","1","0.0"
"Safety & Security: 20435","FLEX SECURITY OFFICER: 73306","EXPMM- Mucous Membrane BBP","1","0.0"
"Safety & Security: 20435","SECURITY OFFICER: 3306","EXP- Not considered  BBP Exp","3","0.1"
"Safety & Security: 20435","SECURITY OFFICER: 3306","EXPS-Skin Exposure BBP","1","0.0"
"Short Stay Center 2H1: 10725","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","3","0.1"
"Short Stay Center 2H1: 10725","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Short Stay Center 2H1: 10725","CLINICAL NURSE (RN): 5334","EXPS-Skin Exposure BBP","1","0.0"
"Short Stay Center 2H1: 10725","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Specialty Surgery 6K4-5: 10700","CLINICAL NURSE (RN): 5334","CD-Pertussis Exposur Confirmed","4","0.2"
"Specialty Surgery 6K4-5: 10700","CLINICAL NURSE (RN): 5334","EXP- Not considered  BBP Exp","1","0.0"
"Specialty Surgery 6K4-5: 10700","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","1","0.0"
"Specialty Surgery 6K4-5: 10700","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","7","0.3"
"Specialty Surgery 6K4-5: 10700","CLINICAL UNIT EDUCATOR: 327","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Specialty Surgery 6K4-5: 10700","NURSE MGR: 5322","CD-Pertussis Exposur Confirmed","2","0.1"
"Specialty Surgery 6K4-5: 10700","NURSE TECH - R1: 5380","ENV-Exposure To Chemical","1","0.0"
"Specialty Surgery 6K4-5: 10700","NURSE TECH - R1: 5380","TB-Exposure Confirmed/Actual","1","0.0"
"Specialty Surgery 6K4-5: 10700","PATIENT CARE TECH: 5342","CD-Pertussis Exposur Confirmed","2","0.1"
"Specialty Surgery 6K4-5: 10700","PATIENT CARE TECH: 5342","EXPMM- Mucous Membrane BBP","1","0.0"
"Specialty Surgery 6K4-5: 10700","PATIENT CARE TECH: 5342","Unspecified","1","0.0"
"Specialty Surgery 6K4-5: 10700","UNIT COORDINATOR: 5341","CD-Pertussis Exposur Confirmed","1","0.0"
"Sterile Processing: 14505","STER PROC SPEC 1: 966","ENV-Exposure To Chemical","1","0.0"
"Sterile Processing: 14505","STER PROC SPEC 1: 966","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Sterile Processing: 14505","STER PROC TECH: 965","EXP- Not considered  BBP Exp","3","0.1"
"Sterile Processing: 14505","STER PROC TECH: 965","EXPNS-Needlestick/Sharp BBP","10","0.4"
"Sterile Processing: 14505","SUPV, STER PROC: 969","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Sterile Processing: 14505","SURG STERILE PROC SPEC 1: 1366","EXPNS-Needlestick/Sharp BBP","4","0.2"
"Sterile Processing: 14505","SURG STERILE PROC SPEC 2: 1367","EXP- No Exposure","1","0.0"
"Sterile Processing: 14505","Surgical Tech 1: 5982","ENV-Exposure To Chemical","1","0.0"
"Sterile Processing: 14505","Surgical Tech 1: 5982","EXPMM- Mucous Membrane BBP","2","0.1"
"Sterile Processing: 14505","Surgical Tech 1: 5982","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Sterile Processing: 14505","Surgical Tech 2: 5978","EXPNS-Needlestick/Sharp BBP","3","0.1"
"STUDENT: 00021","ZNonTgh-STUDENT/INTERN: 00021","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Supply Distribution: 14500","DISTRIBUTION TECH 1: 959","ENV-Exposure To Chemical","1","0.0"
"Supply Distribution: 14500","DISTRIBUTION TECH 2: 960","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Support Services Admin: 20455","DIR, SAFE/SEC/TRANS: 1617","ENV-Exposure To Chemical","1","0.0"
"Surgery Administration: 11610","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Surgery Trauma 8C1-2: 10710","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","1","0.0"
"Surgery Trauma 8C1-2: 10710","CLINICAL NURSE (RN): 5334","EXPNIS- Non-Intact Skin BBP","1","0.0"
"Surgery Trauma 8C1-2: 10710","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","14","0.5"
"Surgery Trauma 8C1-2: 10710","PATIENT CARE TECH: 5342","EXPMM- Mucous Membrane BBP","1","0.0"
"Surgery Trauma 8C1-2: 10710","PATIENT CARE TECH: 5342","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Surgical Suites: 11405","CLINICAL NURSE (RN): 5334","ENV-Exposure To Chemical","3","0.1"
"Surgical Suites: 11405","CLINICAL NURSE (RN): 5334","EXP- Not considered  BBP Exp","1","0.0"
"Surgical Suites: 11405","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","5","0.2"
"Surgical Suites: 11405","CLINICAL NURSE (RN): 5334","EXPNIS- Non-Intact Skin BBP","1","0.0"
"Surgical Suites: 11405","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","15","0.6"
"Surgical Suites: 11405","CLINICAL NURSE (RN): 5334","Unspecified","1","0.0"
"Surgical Suites: 11405","CLINICIAN: 5371","EXPNS-Needlestick/Sharp BBP","1","0.0"
"Surgical Suites: 11405","OR ROOM TURNOVER TECH: 2002","Unspecified","1","0.0"
"Surgical Suites: 11405","PHYSICIAN ASST: 5376","EXPMM- Mucous Membrane BBP","1","0.0"
"Surgical Suites: 11405","SUPPORT SVCS AIDE: 6516","ENV-Exposure To Chemical","3","0.1"
"Surgical Suites: 11405","SUPPORT SVCS AIDE: 6516","EXP- No Exposure","1","0.0"
"Surgical Suites: 11405","SUPPORT SVCS AIDE: 6516","EXP- Not considered  BBP Exp","1","0.0"
"Surgical Suites: 11405","SUPPORT SVCS AIDE: 6516","EXPMM- Mucous Membrane BBP","1","0.0"
"Surgical Suites: 11405","SUPPORT SVCS AIDE: 6516","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Surgical Suites: 11405","Surgical Tech 1: 5982","ENV-Exposure To Chemical","1","0.0"
"Surgical Suites: 11405","Surgical Tech 1: 5982","EXPMM- Mucous Membrane BBP","1","0.0"
"Surgical Suites: 11405","Surgical Tech 1: 5982","EXPNS-Needlestick/Sharp BBP","12","0.4"
"Surgical Suites: 11405","Surgical Tech 2: 5978","EXPMM- Mucous Membrane BBP","1","0.0"
"Surgical Suites: 11405","Surgical Tech 2: 5978","EXPNS-Needlestick/Sharp BBP","24","0.9"
"Surgical Suites: 11405","Surgical Tech 3: 5979","ENV-Medication-Mitomycin","1","0.0"
"Surgical Suites: 11405","Surgical Tech 3: 5979","EXPNS-Needlestick/Sharp BBP","12","0.4"
"Surgical Suites: 11405","Surgical Tech 4: 5977","EXPNS-Needlestick/Sharp BBP","2","0.1"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","CLINICAL NURSE (RN): 5334","ENV-Exposure To Chemical","1","0.0"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","CLINICAL NURSE (RN): 5334","EXP- Not considered  BBP Exp","1","0.0"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","CLINICAL NURSE (RN): 5334","EXPMM- Mucous Membrane BBP","12","0.4"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","CLINICAL NURSE (RN): 5334","EXPNIS- Non-Intact Skin BBP","2","0.1"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","CLINICAL NURSE (RN): 5334","EXPNS-Needlestick/Sharp BBP","10","0.4"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","CLINICAL NURSE (RN): 5334","EXPS-Skin Exposure BBP","1","0.0"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","CLINICIAN: 5371","ENV-Exposure Source Unknown","1","0.0"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","NURSE TECH - R1: 5380","EXP- Not considered  BBP Exp","1","0.0"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","PATIENT CARE TECH: 5342","EXP- Not considered  BBP Exp","2","0.1"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","POOL RN-C: 75363","EXP-Source Patient Test Only","1","0.0"
"Surgical Trauma ICU 5C4, 5K1-2: 10500","Unspecified: Job Class","ENV-Exposure Source Unknown","1","0.0"
"Team Health Anesthesia: THA","Certified RN Anesthetist: CRNA","EXP- Not considered  BBP Exp","1","0.0"
"Team Health Anesthesia: THA","Certified RN Anesthetist: CRNA","EXPMM- Mucous Membrane BBP","1","0.0"
"Team Health Anesthesia: THA","Certified RN Anesthetist: CRNA","EXPNS-Needlestick/Sharp BBP","4","0.2"
"Team Health Anesthesia: THA","Physician: MD","EXP-Source Patient Test Only","1","0.0"
"Team Health Anesthesia: THA","Physician: MD","EXPNS-Needlestick/Sharp BBP","6","0.2"
"TGH Psych-Neuropsych: 15630","CLINICAL PSYCH: 3737","ENV-Exposure Source Unknown","2","0.1"
